customer_id,income,income_volatility,credit_limit,loan_amount,transaction_frequency,missed_payment_count,age,employment_type,average_balance,account_tenure,region,debt_to_income,credit_utilization,loan_amount_outstanding
27,2443437.06,0.1894,335352.31,142019.57,77.08,3,38,contract,98827.99,1.92,west,0.0581,0.4235,67676.47
28,201990.32,0.218,727918.48,223627.46,54.87,8,68,salaried,2979307.6,5.05,east,1.1071,0.3072,60783.11
29,170982.57,0.2574,167227.26,165861.29,48.99,9,49,self-employed,177909.39,9.2,east,0.97,0.9918,150775.37
30,794320.25,0.12,801941.77,110451.65,39.98,1,64,salaried,148563.73,9.4,north,0.1391,0.1377,97542.09
31,856184.33,0.1076,211707.67,37288.11,38.24,0,50,self-employed,815292.58,4.09,west,0.0436,0.1761,5642.69
32,1717078.36,0.0888,713089.77,139999.16,47.49,0,26,self-employed,307825.13,8.11,north,0.0815,0.1963,2988.52
33,1019424.33,0.0746,611436.47,101603.33,54.83,0,51,contract,363054.84,6.57,north,0.0997,0.1662,23239.24
34,1433987.17,0.0915,298104.9,43544.23,64.41,1,57,salaried,1692966.92,2.73,west,0.0304,0.1461,16947.4
35,1942483.57,0.0984,420301.42,97750.43,64.9,0,35,self-employed,266353.69,3.82,east,0.0503,0.2326,8233.87
36,1555591.62,0.1695,880617.63,173331.04,32.64,8,43,contract,2920491.2,2.44,north,0.1114,0.1968,45067.47
37,521102.56,0.1046,703616.98,109944.72,44.26,0,46,self-employed,373092.72,3.59,south,0.211,0.1563,25299.43
38,943725.03,0.0515,715664.27,38307.9,45.5,0,39,contract,627895.93,2.04,south,0.0406,0.0535,8346.46
39,880346.52,0.1754,329712.68,175565.76,57.83,0,58,contract,744723.63,2.27,south,0.1994,0.5325,52535.92
40,1651915.45,0.1194,504600.26,88220.88,48.36,0,50,self-employed,556246.78,4.51,east,0.0534,0.1748,13293.09
41,1597491.63,0.3433,801496.55,463028.4,77.16,7,36,contract,925931.23,3.66,north,0.2898,0.5777,14811.37
42,1959830.19,0.2388,596841.1,197762.03,60.93,7,58,salaried,661628.88,10.98,west,0.1009,0.3313,99111.61
43,404366.17,0.148,579662.81,214425.04,34.45,1,45,salaried,550415.31,2.6,west,0.5303,0.3699,202886.83
44,255116.6,0.3909,98862.87,92649.85,34.68,4,62,salaried,165159.74,5.82,south,0.3632,0.9372,60079.11
45,2249381.6,0.1639,148845.16,109454.16,31.21,5,26,salaried,2621142.97,8.66,south,0.0487,0.7354,70632.24
46,208257.53,0.299,164257.74,114026.06,50.65,10,43,self-employed,191957.76,3.23,south,0.5475,0.6942,86341.44
47,152034.32,0.3879,171617.47,23997.61,40.32,3,33,contract,2625951.56,10.02,south,0.1578,0.1398,10315.14
48,689963.84,0.1349,366647.27,132153.72,49.55,0,31,salaried,89726.36,2.74,east,0.1915,0.3604,36687.07
49,602737.03,0.1029,962970.9,90294.99,50.61,0,28,contract,651689.69,7.08,east,0.1498,0.0938,6866.38
50,1230577.1,0.2161,351019.44,225031.38,79.43,2,31,self-employed,527215.28,9.16,east,0.1829,0.6411,107178.17
51,1685714.37,0.0993,755857.15,121991.98,44.4,0,31,self-employed,94136.66,3.42,south,0.0724,0.1614,8416.42
52,1697652.66,0.0541,221624.02,12260.2,50.07,0,32,salaried,455193.99,5.24,east,0.0072,0.0553,3059.83
53,2161645.64,0.2334,268497.07,186381.74,72.84,7,62,contract,103697.17,5.27,north,0.0862,0.6942,45616.69
54,96356.48,0.355,111172.71,77840.63,57.8,5,63,self-employed,59245.61,2.38,north,0.8078,0.7002,47877.26
55,1405368.76,0.0512,415208.93,73258.7,45.64,0,39,self-employed,713511.16,2.83,south,0.0521,0.1764,7743.74
56,1352172.17,0.2697,197202.07,156377.98,41.53,0,36,salaried,1385766.79,12.42,north,0.1156,0.793,120416.9
57,1119798.95,0.0657,547367.68,135464.12,51.68,0,31,salaried,134718.12,10.65,north,0.121,0.2475,1281.6
58,1664602.54,0.1012,269782.73,58344.94,50.15,0,26,salaried,608973.9,11.31,west,0.0351,0.2163,9872.26
59,298446.16,0.3893,386076.55,99066.46,42.58,9,38,contract,2937295.96,1.46,east,0.3319,0.2566,49200.7
60,427763.51,0.1099,631521.05,58746.73,51.34,0,67,salaried,134705.23,13.67,south,0.1373,0.093,58338.23
61,1295046.67,0.2125,398317.89,29374.24,59.24,8,34,contract,2421603.86,12.49,south,0.0227,0.0737,24782.39
62,843113.49,0.2295,719194.75,573432.82,59.5,3,47,self-employed,1491353.32,7.54,east,0.6801,0.7973,394754.9
63,898465.95,0.2169,320832.09,202023.68,71.67,1,54,salaried,266420.78,10.6,west,0.2249,0.6297,114661.7
64,1189705.63,0.0651,926968.34,229614.91,62.51,0,38,self-employed,933202.34,13.42,west,0.193,0.2477,55808.87
65,249361.87,0.3811,68674.47,47689.77,53.65,8,56,salaried,98056.1,7.62,north,0.1912,0.6944,34687.63
66,937069.17,0.149,464671.44,141714.33,51.86,1,58,salaried,255467.98,9.92,north,0.1512,0.305,108249.31
67,1967890.88,0.0665,346748.65,75620.31,38.91,0,47,self-employed,405181.44,10.86,west,0.0384,0.2181,16956.95
68,179957.23,0.3839,76645.26,60514.27,39.37,8,59,salaried,46959.81,7.12,south,0.3363,0.7895,39483.82
69,1787689.19,0.0832,531358.06,49560.06,64.19,0,39,salaried,655384.38,7.47,east,0.0277,0.0933,14062.97
70,218307.73,0.0557,934802.69,50631.41,44.91,0,36,salaried,796464.88,12.4,south,0.2319,0.0542,15017.45
71,1589645.29,0.092,493542.05,36299.59,59.11,0,46,salaried,268903.97,12.71,north,0.0228,0.0735,866.05
72,221174.26,0.1514,575407.54,110587.13,39.94,1,66,salaried,422559.82,12.99,north,0.5,0.1922,98390.55
73,1887217.98,0.0981,230551.35,25610.71,63.41,0,53,contract,758637.68,14.23,north,0.0136,0.1111,5897.33
74,631499.66,0.0847,681671.1,147949.64,55.44,0,41,salaried,146471.41,4.82,west,0.2343,0.217,24413.47
75,1472022.59,0.1164,515994.77,43637.41,46.33,0,39,salaried,747000.38,9.43,north,0.0296,0.0846,5643.69
76,300781.44,0.1327,555812.97,28889.42,45.4,1,57,contract,78921.09,10.82,north,0.096,0.052,20447.46
77,406844.96,0.3201,78293.97,55519.92,55.53,5,57,contract,1443437.64,3.74,west,0.1365,0.7091,30820.33
78,1278341.24,0.0656,725370.21,131671.53,52.15,0,42,salaried,419370.59,3.07,west,0.103,0.1815,1424.47
79,57105.11,0.2685,106541.67,85657.66,44.15,5,40,salaried,82369.21,3.84,west,1.5,0.804,57704.4
80,1550160.5,0.1033,617940.86,605494.84,64.09,1,68,salaried,1944142.24,12.83,east,0.3906,0.9799,199788.5
81,1993269.34,0.1042,688853.42,73249.08,45.17,0,36,contract,42098.1,14.81,west,0.0367,0.1063,21767.42
82,225879.11,0.2079,973068.12,135335.52,21.94,2,34,self-employed,134104.78,14.82,south,0.5992,0.1391,58843.84
83,1624830.66,0.1148,731821,128447.5,35.32,0,54,salaried,82319.87,2.91,north,0.0791,0.1755,2867.9
84,1719641.3,0.3826,407200.84,120540.18,23.04,4,29,salaried,1414456.96,3,west,0.0701,0.296,30340.64
85,292836.34,0.0502,746558.77,132112.88,52.98,0,49,salaried,69879.72,13.71,east,0.4511,0.177,4347.06
86,2897155.8,0.2299,378004.39,83974.28,74.92,4,53,salaried,1750529.04,11.1,north,0.029,0.2222,30710.54
87,574247.32,0.1301,680370.35,123081.7,44.8,0,69,salaried,467328.27,12.66,west,0.2143,0.1809,92055.61
88,277434.84,0.3966,92606.07,76121.54,49.25,8,64,contract,54869.66,8.96,west,0.2744,0.822,68332.03
89,168762.34,0.1688,266674.73,51005.75,41.35,1,62,self-employed,272161.71,7.77,north,0.3022,0.1913,37724.43
90,426415.44,0.0761,891909.2,200665.49,40.79,0,43,contract,719277.61,6.82,east,0.4706,0.225,15688.38
91,1366788.87,0.1051,817260.41,191947.53,52.73,0,47,salaried,560088.67,13.87,east,0.1404,0.2349,199.88
92,1176745.44,0.0516,309478.95,73157.53,43.25,0,48,contract,30852.06,10.29,west,0.0622,0.2364,20609.92
93,845310.13,0.1026,356317.09,47127.6,63.83,0,41,self-employed,760950.25,2.38,north,0.0558,0.1323,1688.38
94,75435.99,0.2825,191956.77,113153.98,51.1,10,57,self-employed,92852.81,1.22,south,1.5,0.5895,83891.08
95,962606.52,0.187,632795.41,440485.38,54.23,3,65,contract,2726408.17,10.38,west,0.4576,0.6961,388551.86
96,1624802.7,0.3944,667028.23,460129.08,61.89,5,55,self-employed,2111910.03,4.62,south,0.2832,0.6898,429382.62
97,1116046.43,0.1004,976627.85,182508.68,41.96,0,49,salaried,364279.85,10.3,north,0.1635,0.1869,9291.64
98,1003742.71,0.2469,593335.89,72167.66,43.61,4,66,self-employed,2962302.88,3.76,south,0.0719,0.1216,15710.47
99,807583.24,0.1103,787490.16,158957.06,48.92,0,53,salaried,467898.57,13.19,west,0.1968,0.2019,5998.41
100,626344.54,0.1066,217144.25,44695.96,41.83,0,42,salaried,71612.46,10.49,south,0.0714,0.2058,5527.65
101,414145.71,0.1326,736623.67,65505.11,50.77,0,58,self-employed,421539.77,14.07,south,0.1582,0.0889,52550.78
102,1402313.76,0.0648,284882.5,17465.17,51.73,0,32,salaried,468684.28,2.25,south,0.0125,0.0613,616.17
103,426100.11,0.056,425174.86,59490.69,35.19,0,34,salaried,632573.19,4.26,north,0.1396,0.1399,3099.26
104,276873.26,0.3226,154151.66,102053.96,47.59,9,46,self-employed,76577.19,5.39,east,0.3686,0.662,90801.04
105,1176839.91,0.1164,477392.07,38927.77,60.17,0,39,self-employed,268122.05,6.64,west,0.0331,0.0815,5408.28
106,222271.19,0.1283,519275.99,27000.47,49.96,1,69,contract,432506.2,6.33,north,0.1215,0.052,19304.15
107,464710.03,0.1155,204302.31,32750,51.55,0,28,salaried,272282.08,12.78,south,0.0705,0.1603,7996.85
108,383790.04,0.2971,227441.25,125781.3,30.96,0,22,salaried,932844.34,2.04,east,0.3277,0.553,39990.15
109,1726895.99,0.0503,750443.48,128215.08,44.14,0,57,salaried,496754.73,6.55,south,0.0742,0.1709,20791.44
110,215020.14,0.3152,130871.16,81062.75,58.07,0,49,self-employed,1237764.11,2.36,west,0.377,0.6194,59696.19
111,493398.04,0.1504,625395.63,78550.46,54.69,0,66,salaried,435675.92,5.27,south,0.1592,0.1256,62086.34
112,2702774.04,0.3065,725573.67,381061.43,62.94,0,39,self-employed,2037991.6,14.21,north,0.141,0.5252,123980.73
113,1423353.51,0.09,675148.2,141439.05,47.69,0,41,contract,831170.36,13.77,west,0.0994,0.2095,6272.35
114,97276.5,0.3787,115699.8,76446.26,43.47,4,45,contract,84427.81,8.53,north,0.7859,0.6607,65061.31
115,248440.1,0.3063,139659.68,92459.42,56.36,7,43,contract,51021.03,6.57,north,0.3722,0.662,89908.77
116,532252.45,0.1004,828384.98,132665.71,59.4,0,45,self-employed,880070.03,13.55,north,0.2493,0.1601,33726.11
117,220408.04,0.1031,489788.59,36068.56,34.59,1,68,contract,432223.18,10.04,north,0.1636,0.0736,26502.59
118,531881.24,0.1278,408642.09,191795.62,46.86,0,49,salaried,544751.7,11.62,south,0.3606,0.4693,684.92
119,1969469.97,0.0649,667893.53,153003.32,44.5,0,50,self-employed,163647.11,7.11,east,0.0777,0.2291,14022.93
120,161948.16,0.3776,218324.21,214642.09,31.32,6,48,contract,81030.22,5.77,south,1.3254,0.9831,205473.05
121,249283.79,0.3807,96976.67,74980.92,43.09,8,41,contract,121636.6,9.63,west,0.3008,0.7732,69269.5
122,2106663.59,0.3108,369984.59,192045.68,50.52,6,52,contract,313654.37,14.31,west,0.0912,0.5191,10360.85
123,854071.55,0.1976,282710.15,100291,59.24,1,32,contract,33488.19,2.21,north,0.1174,0.3547,92866.69
124,1924898.37,0.0909,202234.9,50247.34,49.83,0,26,salaried,862432.06,14.39,north,0.0261,0.2485,9810.65
125,433902.89,0.0566,987691.27,209031.02,61.62,0,39,self-employed,412451.31,12.33,west,0.4817,0.2116,4809.24
126,268507.57,0.3278,218785.32,135721.08,31.95,5,60,salaried,65892.53,3.48,south,0.5055,0.6203,131487.03
127,906550.01,0.1717,131237.03,62326.35,53.17,0,50,self-employed,213720.16,1.28,south,0.0688,0.4749,30226.3
128,1272731.22,0.057,689213.74,128158.04,52.59,0,56,salaried,709172.03,12.31,east,0.1007,0.1859,23561.93
129,2544099.33,0.1971,213454.91,142795.58,70.3,4,69,contract,443200.13,4.95,east,0.0561,0.669,78196.86
130,696249.12,0.1505,847323.15,139430.92,41.83,0,55,contract,186122.37,7.11,west,0.2003,0.1646,129279.46
131,1891375.26,0.0641,234774.48,51624.16,49.07,0,29,salaried,800057.78,3.9,east,0.0273,0.2199,14220
132,416985.74,0.17,125961.68,59233.61,53.15,0,53,self-employed,167787.77,11.68,north,0.1421,0.4703,29271.77
133,118861.84,0.2741,232504.51,178292.76,51.83,3,60,salaried,156031.33,1.19,north,1.5,0.7668,123881.71
134,1526639.44,0.0711,625353.49,123960.51,38.08,0,54,salaried,30261.2,12.13,south,0.0812,0.1982,22442.63
135,1722785.43,0.0919,925467.96,83207.49,38.82,0,29,salaried,967078.77,3.33,north,0.0483,0.0899,1966.97
136,1876074.2,0.0585,838467,102633.67,64.36,0,36,salaried,721909.17,4.32,south,0.0547,0.1224,3399.94
137,1538760.04,0.3044,696345.15,462709.84,75.67,2,49,contract,1665205.81,2.19,west,0.3007,0.6645,368728.75
138,230050.4,0.2507,245445.22,238111.38,33.48,4,58,contract,180919.94,6.17,north,1.035,0.9701,191473.18
139,68971.84,0.3464,98596.65,63711.37,41.21,5,63,contract,176878.52,2.21,south,0.9237,0.6462,61691.97
140,712201.94,0.1096,291688.22,16744.28,47.03,0,43,self-employed,679785.95,10.66,west,0.0235,0.0574,4964.14
141,1114202.04,0.0687,687137.82,43898.75,52.21,0,33,contract,845504.52,12.21,south,0.0394,0.0639,7200.15
142,591458.9,0.2455,530240.54,349925.18,74.18,1,65,contract,2305504.84,14.5,south,0.5916,0.6599,39150.97
143,1338515.29,0.0819,394745.59,77479.61,53.24,0,53,self-employed,696858,11.72,east,0.0579,0.1963,10277.11
144,1524017.67,0.0711,836879.57,129757.05,58.25,0,35,self-employed,353684.97,14.97,west,0.0851,0.155,22442.88
145,795436.8,0.0847,544670.47,124163.65,64.24,0,28,self-employed,945955.38,10.81,south,0.1561,0.228,15872.19
146,1507397.56,0.1557,216017.17,63591.7,58.61,5,41,salaried,2967634.89,1.59,west,0.0422,0.2944,27917.12
147,1936016.68,0.0841,942486.6,175395.47,57.22,0,56,salaried,685273.54,6.04,south,0.0906,0.1861,14893.64
148,481872.89,0.0805,958582.56,167441.87,57.44,0,33,salaried,76404.59,13.15,east,0.3475,0.1747,17429.24
149,637651.24,0.0545,855156.52,93102.1,46.42,0,41,self-employed,413018.12,11.36,east,0.146,0.1089,4666.74
150,1079385.74,0.3374,263870.9,180178.44,54.26,5,43,salaried,2030338.64,13.57,east,0.1669,0.6828,17340.76
151,525714.71,0.0864,682214.53,131460.23,41.27,0,31,contract,403453.51,7.07,east,0.2501,0.1927,35956.09
152,988691.48,0.0764,631383.74,59223.64,41.19,0,49,salaried,759167.63,11.23,west,0.0599,0.0938,13693.71
153,1163995.06,0.2989,943814.61,489605.57,79.11,6,54,salaried,477812.1,5.6,east,0.4206,0.5188,196974.89
154,142084.77,0.251,160925.71,126699.48,57.57,5,47,self-employed,73141.23,5.61,east,0.8917,0.7873,103719.55
155,928051.47,0.1788,293566.95,111991.62,49.51,1,44,salaried,381622.82,5.2,north,0.1207,0.3815,76809.83
156,260527.25,0.3735,190065.13,119210.44,45.25,9,45,salaried,117882.46,4.83,west,0.4576,0.6272,103787.69
157,1456499.41,0.095,343321.71,75461.67,55.24,0,55,salaried,557106.49,14.76,east,0.0518,0.2198,2816.43
158,332449.98,0.0696,527753.75,35432.23,61.33,0,37,salaried,966352.53,8.86,south,0.1066,0.0671,8305.97
159,1136320.51,0.0628,411573.7,47083.25,40.17,0,31,salaried,291696.17,11.28,south,0.0414,0.1144,4592.58
160,2016257.72,0.2367,379798.75,4608.2,62.99,6,67,self-employed,1486066.79,14.57,west,0.0023,0.0121,1711.64
161,1753728.58,0.1092,989575.6,157154.07,48.57,0,28,salaried,585803.03,6.09,east,0.0896,0.1588,7829.57
162,774809.79,0.1596,127990.89,73506.48,46.96,1,40,self-employed,664904.04,7.7,west,0.0949,0.5743,25881.12
163,626981.83,0.1253,310205.26,126738.19,47.16,1,58,salaried,20750.4,4.58,south,0.2021,0.4086,93791.12
164,1592770.07,0.113,760770.74,132479.71,50.38,0,33,salaried,109537.57,6.35,south,0.0832,0.1741,14706.07
165,787793.11,0.3176,961004.32,1548.34,49.27,7,36,salaried,328259.92,5.29,north,0.002,0.0016,1312.15
166,494665.51,0.0814,627974.98,79506.79,62.71,0,34,contract,266548.12,7.65,north,0.1607,0.1266,1197.54
167,492093.26,0.1565,129070.26,43248.85,51.15,1,49,salaried,759626.12,11.39,west,0.0879,0.3351,22058.36
168,1784772.7,0.0705,489211.41,41433.34,38.72,0,48,salaried,51202.89,13.08,west,0.0232,0.0847,6724.43
169,1979208.46,0.1998,774246.12,96461.27,75.63,7,32,self-employed,1338758.74,5.69,north,0.0487,0.1246,83133.59
170,1581753.54,0.0969,611911.09,108897.07,59.85,0,54,self-employed,232906.14,11.65,east,0.0688,0.178,26556.49
171,349368.04,0.1973,229656.69,114529.58,34.74,1,44,salaried,260707.81,4.56,south,0.3278,0.4987,99086.54
172,518840.39,0.091,713020.77,55572.08,51.74,0,52,contract,619927.22,14.44,west,0.1071,0.0779,3347.39
173,561746.43,0.1117,777814.43,156833.27,58.35,0,52,contract,21739.86,13.75,south,0.2792,0.2016,6533.15
174,987364.36,0.1888,474332.67,238558.3,35.58,0,36,contract,60446.01,9.9,north,0.2416,0.5029,57202.66
175,348346.62,0.0589,695093.63,67982.25,42.76,0,54,self-employed,464488.12,6.77,east,0.1952,0.0978,8779.61
176,76144.84,0.3533,148736.19,92875.1,42.67,6,52,self-employed,118897.63,4.92,east,1.2197,0.6244,71513.77
177,1891234.98,0.094,450089.67,109781.21,44.99,0,54,salaried,762492.4,5.71,north,0.058,0.2439,9053.99
178,281387.06,0.255,210009.89,160000.89,51.7,7,43,salaried,72827.6,5.4,west,0.5686,0.7619,108394.24
179,869870.92,0.071,313825.4,72276.65,53.12,0,33,salaried,486870.93,8.52,east,0.0831,0.2303,19964.12
180,585932.13,0.1289,172374.57,69727.87,37.6,0,35,self-employed,310978.9,11.6,east,0.119,0.4045,2728.28
181,1757196.53,0.3446,249149.78,76769.34,22.27,1,56,self-employed,277305.16,8.63,west,0.0437,0.3081,2714.66
182,1615070.79,0.1079,355635.71,71471.2,61.67,0,40,self-employed,992060.75,8.05,north,0.0443,0.201,1831.18
183,299578.24,0.3021,209219.45,176332,51.02,6,62,salaried,155190.42,1.16,west,0.5886,0.8428,166490.82
184,332483.64,0.2884,974172.03,49442.02,63.02,0,39,self-employed,1890662.41,6.84,north,0.1487,0.0508,37910.82
185,614246.07,0.1375,484445.35,126401.48,75.46,8,62,salaried,129199.33,0.8,east,0.2058,0.2609,98318.61
186,1489957.46,0.1003,990533.48,83177.05,41.55,0,33,salaried,889848.88,12.41,east,0.0558,0.084,10425.53
187,768202.35,0.0709,673674.65,48888.5,58.7,0,41,salaried,859339.03,14.5,west,0.0636,0.0726,13356.32
188,1309136.15,0.1026,807331.89,106310.99,43.12,0,52,salaried,936352.02,6.5,south,0.0812,0.1317,14588.45
189,258752.02,0.1192,481548.19,74144.76,48.95,0,64,contract,388340.56,12.36,south,0.2865,0.154,57697.81
190,618612.02,0.087,535238.63,38772.52,37.18,0,44,self-employed,864745.45,12.8,west,0.0627,0.0724,8811.42
191,390118.2,0.1005,728048.56,162529.53,38.04,0,54,salaried,882293.5,8.09,north,0.4166,0.2232,48132.81
192,327506.3,0.1362,392572,150773.7,44.07,1,36,salaried,222661.01,6.47,east,0.4604,0.3841,135232.94
193,676655.73,0.0937,275838.57,38508.72,38.25,0,55,salaried,360919.34,12.43,north,0.0569,0.1396,1989.09
194,217095.28,0.1214,683242.61,108547.64,43.9,0,67,self-employed,164685.54,10.44,north,0.5,0.1589,80290.05
195,1377325.76,0.0711,923450.84,134996.39,55.52,0,46,salaried,630957.87,6.41,east,0.098,0.1462,32027.49
196,1884635.57,0.1116,470985.01,35578.13,58.93,0,32,salaried,526490.18,6.53,north,0.0189,0.0755,10133.6
197,294541.97,0.2591,51519.41,33068.7,31.34,9,61,salaried,33801.22,4.02,west,0.1123,0.6419,20479.13
198,291288.81,0.3877,781443.49,216819.93,65.64,8,29,salaried,1333645.41,6.98,north,0.7443,0.2775,49796.54
199,478227.89,0.1786,269817.91,141020.66,39.27,0,34,self-employed,62519.26,4.15,east,0.2949,0.5227,2869.79
200,1392161.38,0.3771,757845.74,603320.21,33.63,5,60,contract,955614.66,11.61,west,0.4334,0.7961,35171.7
201,2874208.33,0.3745,118826.98,111139.25,24.47,7,58,self-employed,2703625.96,5.43,south,0.0387,0.9353,52938.77
202,812599.17,0.1894,707753.63,85326.01,71.17,6,43,self-employed,920603.72,13.57,south,0.105,0.1206,27424.62
203,177416.32,0.3352,130974.82,89706.12,44.9,3,67,salaried,108256.91,9.8,north,0.5056,0.6849,78899.16
204,267440.13,0.3674,146405.13,94976.49,33.97,10,57,salaried,77578.21,2.24,north,0.3551,0.6487,65764.84
205,2409220.23,0.2541,147606.1,97504.75,48.06,7,39,salaried,1062947.48,4.02,south,0.0405,0.6606,86179.77
206,2412363.67,0.1727,512087.33,164900.42,44.47,3,23,salaried,394445.45,8.61,south,0.0684,0.322,106451.65
207,144833.45,0.1896,262691.64,99923.48,51.46,1,41,self-employed,480392.03,7.48,south,0.6899,0.3804,47713.72
208,170400.68,0.1155,252733.11,23380.13,32.11,1,66,salaried,240583.29,10.9,north,0.1372,0.0925,17004.36
209,1825072.77,0.0935,597755.39,55026.25,62.44,0,49,salaried,774185.39,5.34,east,0.0302,0.0921,2250.88
210,267531.54,0.372,93478.92,78548.25,45.47,6,53,contract,183575.66,8.67,east,0.2936,0.8403,63173.12
211,1185044.6,0.0818,794861.56,158539.7,44.36,0,50,salaried,60863.36,10.57,south,0.1338,0.1995,40147.65
212,304449.6,0.061,930669.77,152224.8,46.16,0,45,salaried,187080.07,5.6,west,0.5,0.1636,28995.69
213,808106.13,0.0518,533600.21,124420.79,35.77,0,39,salaried,135750.94,3.67,east,0.154,0.2332,29729.81
214,2890136.7,0.2115,410003.41,396820.12,44.4,5,38,self-employed,2009775.24,13.69,east,0.1373,0.9678,256544.02
215,863521.68,0.0959,978696.44,135915.95,52.68,0,48,self-employed,803942.99,13.97,south,0.1574,0.1389,32453.03
216,293081.77,0.3444,167277.33,124076.72,44.84,7,64,contract,141875.63,9.86,south,0.4234,0.7417,76634.33
217,239833.37,0.3748,177379.9,162967.44,33.19,9,42,contract,35937.11,5.91,east,0.6795,0.9187,151062.77
218,1675946.48,0.0592,429219.03,43733,64.15,0,48,self-employed,828948.51,11.27,east,0.0261,0.1019,4365.96
219,225130.52,0.3435,101921.6,90005.09,58.47,3,69,salaried,61786.17,3.35,west,0.3998,0.8831,70070.79
220,1434353.67,0.0978,323066.95,17059.3,54.11,0,33,self-employed,265494.48,10.97,east,0.0119,0.0528,2668.41
221,105220.71,0.3716,247190.22,157831.06,48.56,5,47,salaried,126288.16,9.55,south,1.5,0.6385,142508.02
222,1792217.05,0.0738,655170.94,133483.76,61.25,0,44,salaried,216390.29,4.38,south,0.0745,0.2037,11265.34
223,567886.44,0.2367,597003.46,294685.31,25.34,0,28,self-employed,1125834.65,10.89,north,0.5189,0.4936,193076.57
224,1301946.39,0.0629,293361.85,28480.77,58.06,0,46,salaried,797859.3,7.23,east,0.0219,0.0971,1132.83
225,1011808.57,0.1024,163853.97,72121.96,64.62,8,26,contract,94222.14,1.18,south,0.0713,0.4402,32829.26
226,246813.43,0.2568,55381.67,47825.92,52.13,7,67,salaried,185717.67,4.45,east,0.1938,0.8636,28765.56
227,1192649.82,0.052,301419.94,54253.34,54.48,0,26,salaried,642331.97,2.38,south,0.0455,0.18,5556.8
228,172004.4,0.19,452727.24,113102.81,48.85,3,40,contract,1837786.5,14.13,east,0.6576,0.2498,102723.93
229,2183331.67,0.1285,872892.46,681688.74,26.33,4,65,salaried,2730163.46,5.56,north,0.3122,0.781,536353.89
